*	h
*	l
*	v
*	w
*	û
*	ḵ
*ba	*be
*ba	*bi
*ba	*bô
*ba	*bā
*ba	*bᵊ
*ba	*ha
*ba	*ka
*ba	*la
*ba	*va
*ba	*wa
*ba	bba
*baṯ-	bbaṯ-
*be	*bi
*be	*bô
*be	*bā
*be	*bᵊ
*be	*le
*be	*we
*be	*še
*bi	*bô
*bi	*bā
*bi	*bᵊ
*bi	*ki
*bi	*li
*bi	*mi
*bi	*vi
*bi	*wi
*bênāʸw	*bānāʸw
*bênāʸw	*vênāʸw
*bênāʸw	*ʕênāʸw
*bêṯ	bbêṯ
*bô	*bā
*bô	*bᵊ
*bô	*lô
*bô	bbô
*bā	*bᵊ
*bā	*hā
*bā	*lā
*bā	*mā
*bā	*vā
*bā	*wā
*bā	bbā
*bām	*rām
*bām	*ʕām
*bānî	*bᵊnî
*bānāʸw	*vānāʸw
*bānāʸw	*ʕānāʸw
*bānāʸw	bbānāʸw
*bāʔîm	*kāʔîm
*bāʔîm	bbāʔîm
*bᵊ	*kᵊ
*bᵊ	*lᵊ
*bᵊ	*vᵊ
*bᵊ	*wᵊ
*bᵊ	*ḵᵊ
*bᵊ	bbᵊ
*bᵊnê	*bᵊnî
*bᵊnê	*šᵊnê
*bᵊnê	bbᵊnê
*darkî	*darkô
*darkô	ddarkô
*doyrê	*ḏoyrê
*dôʔēḡ	*ḏôʔēḡ
*dāmᵊḵā	ddāmᵊḵā
*dāṯ	ddāṯ
*dōḏô	*hōḏô
*dᵊrāḵāʸw	*ḏᵊrāḵāʸw
*dᵊrāḵāʸw	ddᵊrāḵāʸw
*dᵊvārᵊḵā	*ḏᵊvārᵊḵā
*fî	*hî
*fî	*kî
*fî	*lî
*fî	*ḏî
*gôyayiḵ	*ḡôyayiḵ
*gᵊḏol-	*ḡᵊḏol-
*ha	*hî
*ha	*hû
*ha	*hā
*ha	*hᵃ
*ha	*ka
*ha	*la
*ha	*va
*ha	*wa
*hî	*hû
*hî	*hā
*hî	*hᵃ
*hî	*kî
