אֱהִי	אֱוִי
אֱהִי	אֱלִי
אֱוִי	אֱלִי
אֱוִיל	אֱלִיל
אֱלִי	עֱלִי
אֱלִיפַז	אֱלִיפַל
אֱלִישָׁה	אֱלִישָׁע
אֱסוּר	אֵסוּר
אֲבִי	אֲחִי
אֲבִי	אֲנִי
אֲבִי	אֲרִי
אֲבִי	עֲבִי
אֲבִיָּה	אֲבִיָּם
אֲבִיָּה	אֲחִיָּה
אֲבִיָּה	אֲנִיָּה
אֲבִיָּהוּ	אֲחִיָּהוּ
אֲבִיאֵל	אֲרִיאֵל
אֲבִיגַיִל	אֲבִיהַיִל
אֲבִיגַיִל	אֲבִיחַיִל
אֲבִידָן	אֲבִידָע
אֲבִיהַיִל	אֲבִיחַיִל
אֲבִיהוּא	אֲבִיהוּד
אֲבִיהוּד	אֲחִיהוּד
אֲבִיטוּב	אֲחִיטוּב
אֲבִימֶלֶךְ	אֲחִימֶלֶךְ
אֲבִינָדָב	אֲחִינָדָב
אֲבִינֹעַם	אֲחִינֹעַם
אֲבִיעֶזֶר	אֲחִיעֶזֶר
אֲבִירָם	אֲחִירָם
אֲבִישַׁג	אֲבִישַׁי
אֲבָל	אֻבָל
אֲבָל	חֲבָל
אֲבָקָה	אֲנָקָה
אֲגַג	אֲגַם
אֲגַג	אֲגַף
אֲגַם	אֲגַף
אֲגַף	אֲלַף
אֲגַף	אֲנַף
אֲגֹורָה	חֲגֹורָה
אֲגֻדָּה	אֲפֻדָּה
אֲדַד	הֲדַד
אֲדַד	חֲדַד
אֲדֹנִיקָם	אֲדֹנִירָם
אֲחִי	אֲנִי
אֲחִי	אֲרִי
אֲחִי	אֵחִי
אֲחִיָּה	אֲנִיָּה
אֲחִיאָם	אֲחִיקָם
אֲחִיאָם	אֲחִירָם
אֲחִיהוּד	אֲחִילוּד
אֲחִיקָם	אֲחִירָם
אֲחַשְׁדַּרְפַּן	אֲחַשְׁדַּרְפָּן
אֲחֻזָּה	אֲחֻזָּם
אֲכִילָה	חֲכִילָה
אֲלַף	אֲנַף
אֲלוּ	אֲרוּ
אֲמַצְיָה	אֲמַרְיָה
אֲמַצְיָהוּ	אֲמַרְיָהוּ
אֲמָם	אֲרָם
אֲנִי	אֲרִי
אֲנִי	אֳנִי
אֲנִיָּה	אֳנִיָּה
אֲנַף	עֲנַף
אֲנָה	עֲנָה
אֲנָחָה	אֲנָפָה
אֲנָחָה	אֲנָקָה
אֲנָחָה	הֲנָחָה
אֲנָפָה	אֲנָקָה
אֲנָפָה	הֲנָפָה
אֲפִיק	אָפִיק
אֲפֵלָה	אֲפֵקָה
אֲפֵק	אֲפֵר
אֲרִי	אֻרִי
אֲרַב	אֲרַח
אֲרַב	אֲרַע
אֲרַב	אֲרַק
אֲרַב	עֲרַב
אֲרַח	אֲרַע
אֲרַח	אֲרַק
אֲרַח	אָרַח
אֲרַח	אֹרַח
אֲרַע	אֲרַק
אֲרָא	אֲרָם
אֲרָא	אֲרָן
אֲרָם	אֲרָן
אֲרָמִי	אֲרָרִי
